NID,YR,SC,PR,GR,ED,LD,ER,IT,NPS,ITD
389530,2017,34,,7,42956,43125,200,1,,3.07E+13
390639,2018,61,I,12,43390,43511,200,I,,3.07E+13
392052,2017,31,,8,42956,43056,200,,,
392087,2018,20,,10,43320,43488,200,,,
392130,2018,22,S,12,43320,43544,200,,,
392253,2018,35,S,8,43440,43553,200,S,,
392471,2017,28,,10,42956,43152,200,,,
392644,2017,22,,9,42958,42964,200,,,
393818,2018,44,S,8,43320,43608,200,,,
394055,2017,20,,9,42983,43000,200,,,
394563,2018,38,,7,43320,43369,200,,,
394723,2018,23,,11,43437,43496,200,I,,
394737,2018,32,,7,43320,43455,200,,,
394935,2018,21,,9,43320,43608,200,,,
395038,2017,23,,11,42961,43087,200,,,
395258,2018,20,,10,43320,43504,200,,,
395516,2018,37,,7,43320,43570,200,,,
395762,2017,35,,8,42956,43091,200,,,
395917,2018,32,,8,43320,43385,200,,,
396801,2017,23,,11,42956,43202,200,,,
396822,2017,35,,8,42985,42993,200,,,
396868,2018,28,,10,43320,43531,200,,,
398118,2017,24,,10,42956,43056,200,I,,3.07E+13
398187,2018,31,,7,43320,43496,200,,,
398677,2017,35,S,7,43052,43244,200,,,
398890,2018,31,S,8,43334,43367,200,,,
399341,2018,32,S,7,43360,43403,200,,,
399410,2018,35,S,7,43320,43430,200,6,,3.07E+13
399412,2018,20,,10,43320,43581,200,,,
399791,2018,22,,9,43320,43474,200,,,
400855,2018,44,,8,43320,43369,200,,,
401253,2017,21,,10,42956,42975,200,1,,1.96E+11
401442,2017,34,,7,42956,43056,200,O,,3.07E+13
401847,2018,40,,8,43320,43364,200,,,
402088,2017,35,,8,42956,43091,200,,,
402367,2017,25,,9,42956,43153,200,,,
402620,2017,61,I,7,43119,43159,200,,,
402684,2017,25,,10,42956,42970,200,,,
403511,2018,23,,12,43320,43550,200,,,
403572,2018,34,,8,43320,43472,200,,,
403912,2017,23,,9,42956,43244,200,,,
404493,2018,23,,10,43419,43430,200,,,
404871,2018,23,,10,43320,43588,200,,,
404932,2017,32,,8,42956,42990,200,,,
405261,2018,37,,7,43320,43528,200,,,
405459,2018,35,,7,43320,43608,200,O,,3.07E+13
406180,2018,37,,8,43472,43504,200,,,
406796,2018,22,,9,43320,43608,200,,,
408374,2017,40,,7,42963,43073,200,,,
408547,2018,24,,9,43320,43413,200,,,
408600,2017,34,,7,42956,43028,200,,,
408686,2018,38,,7,43320,43528,200,,,
409699,2017,38,,7,42956,43091,200,,,
409796,2017,27,,11,43158,43244,200,,,
410356,2018,21,,11,43320,43495,200,,,
411033,2018,31,,7,43353,43455,200,,,
412248,2017,37,,8,42989,43108,200,,,
412406,2017,38,,8,43180,43230,200,,,
412705,2017,38,,7,42983,43112,200,,,
412749,2017,23,,10,42956,43035,200,,,
412878,2017,32,,8,42956,42958,200,,,
413314,2018,31,,7,43431,43472,200,,,
413938,2018,28,S,9,43320,43339,200,,,
414152,2018,27,,9,43320,43553,200,,,
415379,2017,68,,11,42956,43047,200,,,
416102,2018,20,,11,43339,43472,200,,,
416480,2017,23,,10,42956,43067,200,,,
416829,2018,40,,7,43495,43581,200,,,
417303,2018,44,,8,43320,43398,200,,,
417486,2017,24,,9,42956,43091,200,,,
418544,2017,21,,9,42956,43091,200,,,
418548,2017,35,,7,42962,43203,200,,,
420274,2017,24,,11,42956,43045,200,,,
420647,2017,44,,8,42956,43066,200,,,
420906,2017,38,,8,43151,43199,200,,,
422450,2017,23,,9,42956,43007,200,,,
422601,2018,44,,8,43320,43475,200,,,
422899,2017,32,,7,42956,43018,200,,,
423181,2018,27,,10,43320,43508,200,I,,3.07E+13
424494,2017,40,,7,42956,43021,200,,,
426404,2018,21,,12,43341,43371,200,,,
426603,2018,35,,8,43336,43455,200,,,
427012,2018,40,,8,43320,43455,200,,,
427467,2017,24,,10,42956,43091,200,O,,3.07E+13
427929,2018,21,,12,43550,43560,200,,,
428228,2017,40,S,7,42956,43112,200,,,
428961,2017,164,S,7,42956,42986,200,,121350,
429057,2017,28,,9,42956,43056,200,O,,3.07E+13
429321,2017,22,,9,42961,43084,200,,,
429922,2017,61,I,11,42956,42983,200,,,
430264,2017,25,,10,42956,43231,200,,,
430607,2018,24,,11,43320,43328,200,6,,3.07E+13
431202,2017,23,,10,42956,43014,200,,,
432525,2018,37,,7,43347,43553,200,,,
432689,2017,24,,11,42956,43056,200,1,,3.07E+13
433544,2017,37,,7,42956,43075,200,,,
433765,2017,24,,10,42956,43011,200,,,
436549,2017,31,,7,42956,43244,200,,,
437957,2018,38,,7,43578,43601,200,,,
437957,2018,38,,7,43601,43601,200,,,
437992,2017,23,,11,42956,43012,200,,,
438414,2017,35,,7,42956,43244,200,,,
438554,2018,25,,10,43320,43420,200,,,
438556,2017,34,,8,42956,42993,200,I,,
438646,2018,44,,7,43320,43398,200,O,,
438670,2018,24,,12,43320,43410,200,1,,3.07E+13
439220,2018,34,,7,43322,43350,200,,,
439590,2017,23,,10,42983,43055,200,,,
439884,2017,28,,10,42956,43108,200,,,
442867,2018,25,,12,43320,43392,200,,,
442918,2018,27,,10,43340,43388,200,,,
443156,2017,37,,7,42956,42996,200,,,
443773,2017,34,,7,42956,43091,200,O,,3.07E+13
443915,2018,37,,7,43472,43504,200,,,
444024,2018,40,,7,43320,43370,200,,,
444318,2017,37,,7,42956,43070,200,,,
444871,2018,27,,11,43320,43608,200,I,,3.07E+13
445751,2018,47,S,10,43320,43420,200,,,
446460,2017,25,,11,42956,43091,200,,,
447579,2018,31,,7,43320,43552,200,O,,3.07E+13
447888,2017,61,I,11,42957,43007,200,,,
447891,2017,21,,11,42956,42970,200,,,
448125,2017,35,,7,42956,43168,200,,,
448622,2017,23,,9,43082,43195,200,,,
460339,2018,28,S,11,43320,43532,200,,,
461189,2018,40,,7,43320,43488,200,O,,3.07E+13
465425,2018,34,,7,43320,43552,200,,,
