NID,YR,SC,PR,GR,ED,LD,ER,IT,NPS,ITD
326487,2017,40,,7,42956,NULL,,,,
326492,2017,21,S,14,42956,NULL,,,,
326492,2018,21,S,14,43320,NULL,,,,
326493,2017,20,,9,42956,NULL,,,,
326493,2018,20,,10,43320,NULL,,,,
326502,2017,20,,11,42956,NULL,,,,
326505,2017,37,,7,42956,NULL,,,,
326513,2017,20,S,9,42956,NULL,,,,
326513,2018,20,S,10,43320,NULL,,,,
326516,2018,32,,7,43320,NULL,,,,
326524,2018,22,,9,43320,NULL,,,,
326525,2017,31,,7,42956,NULL,,,,
326529,2017,68,,11,42956,NULL,,,,
326532,2017,44,,7,42956,NULL,,,,
326537,2017,37,,7,42956,NULL,,,,
326539,2017,32,,7,42956,NULL,,,,
326546,2017,44,,7,42956,NULL,,,,
326549,2017,21,,11,42956,NULL,,O,,
326553,2017,38,,7,42956,NULL,,,,
326554,2018,34,,7,43320,NULL,,,,
326558,2017,23,,11,42956,NULL,,,,
326560,2018,23,,9,43320,NULL,,O,,3.07E+13
326564,2017,28,,11,42956,NULL,,,,
326566,2017,44,,7,42956,NULL,,,,
326567,2017,23,,9,42956,NULL,,,,
326567,2018,23,,10,43320,NULL,,,,
326569,2018,22,,9,43320,NULL,,,,
326574,2018,68,,11,43320,NULL,,,,
326576,2017,24,,10,42956,NULL,,,,
326576,2018,24,,11,43320,NULL,,,,
326581,2017,24,,10,42956,NULL,,,,
326581,2018,24,,11,43320,NULL,,,,
326582,2017,25,S,9,42956,NULL,,,,
326582,2018,25,S,10,43320,NULL,,,,
326583,2017,24,,11,42956,NULL,,,,
326585,2017,28,,9,42956,NULL,,1,,3.07E+11
326585,2018,28,,10,43320,NULL,,1,,3.07E+11
326591,2018,31,,7,43353,NULL,,I,,3.07E+13
326592,2018,25,,9,43320,NULL,,,,
326595,2017,28,,9,42956,NULL,,,,
326595,2018,28,,10,43320,NULL,,,,
326596,2017,40,,7,42956,NULL,,O,,3.07E+13
326598,2017,34,,7,42956,NULL,,,,
326599,2018,28,,9,43320,NULL,,O,,3.07E+13
326600,2017,23,,9,42956,NULL,,,,
326600,2018,23,,10,43320,NULL,,,,
326605,2017,21,,10,42956,NULL,,I,,
326605,2018,21,,11,43320,NULL,,I,,
326609,2017,40,,7,42956,NULL,,,,
326622,2018,27,,9,43320,NULL,,O,,3.07E+13
326624,2017,25,,9,42956,NULL,,,,
326624,2018,25,,10,43320,NULL,,,,
326625,2018,27,,9,43320,NULL,,,,
326629,2017,24,,9,42956,NULL,,,,
326629,2018,24,,10,43320,NULL,,,,
326633,2017,20,,10,42956,NULL,,,,
326633,2018,20,,11,43320,NULL,,,,
326636,2017,20,,11,42956,NULL,,,,
326639,2017,42,,11,42956,NULL,,,,
326639,2018,42,,12,43320,NULL,,,,
326641,2017,22,,11,42956,NULL,,,,
326643,2017,34,,7,42956,NULL,,,,
326651,2017,20,,9,42956,NULL,,,,
326651,2018,20,,10,43320,NULL,,,,
326654,2018,20,,9,43320,NULL,,,,
326660,2018,20,,9,43320,NULL,,,,
326661,2018,23,,10,43320,NULL,,,,
326662,2017,28,,10,42956,NULL,,,,
326662,2018,28,,11,43320,NULL,,,,
326665,2018,40,,7,43328,NULL,,,,
326669,2017,23,,9,42956,NULL,,,,
326675,2017,251,I,10,43164,NULL,,,,
326675,2018,22,,11,43572,NULL,,,,
326677,2017,21,,9,42956,NULL,,,,
326677,2018,21,,10,43320,NULL,,,,
326681,2018,22,,9,43320,NULL,,,,
326683,2017,28,,9,42956,NULL,,1,,3.07E+13
326683,2018,28,,10,43320,NULL,,1,,3.07E+13
326689,2018,20,,9,43320,NULL,,,,
326690,2017,42,,8,42956,NULL,,X,,
326690,2018,42,,9,43320,NULL,,X,,
326692,2017,25,,9,42956,NULL,,,,
326692,2018,25,,10,43320,NULL,,,,
326702,2017,23,,10,42956,NULL,,,,
326702,2018,23,,11,43320,NULL,,,,
326704,2018,24,,9,43320,NULL,,,,
326708,2017,25,,9,42956,NULL,,O,,3.07E+13
326708,2018,25,,10,43320,NULL,,O,,3.07E+13
326709,2017,44,,7,42956,NULL,,O,,3.07E+13
326712,2017,35,,7,42956,NULL,,,,
326717,2017,24,S,9,42956,NULL,,,,
326717,2018,24,S,10,43320,NULL,,,,
326718,2017,28,,9,42956,NULL,,,,
326722,2018,24,,9,43320,NULL,,O,,3.07E+13
326724,2017,22,,10,42956,NULL,,,,
326724,2018,22,,11,43320,NULL,,,,
326728,2017,22,,9,42956,NULL,,O,,3.07E+13
326728,2018,22,,10,43320,NULL,,O,,3.07E+13
326732,2018,27,,9,43320,NULL,,O,,3.07E+13
326734,2017,24,,10,42956,NULL,,,,
326734,2018,24,,11,43320,NULL,,,,
326744,2017,23,,9,42956,NULL,,O,,3.07E+13
326744,2018,23,,10,43320,NULL,,1,,3.37E+12
326745,2017,24,,9,42956,NULL,,I,,3.07E+13
326745,2018,24,,10,43320,NULL,,I,,3.07E+13
326750,2017,27,,10,42956,NULL,,,,
326750,2018,27,,11,43320,NULL,,,,
326756,2017,28,,11,42956,NULL,,,,
326760,2018,37,,7,43320,NULL,,,,
326762,2017,25,,10,42956,NULL,,,,
326762,2018,25,,11,43320,NULL,,,,
326767,2018,20,,9,43320,NULL,,,,
326771,2018,23,,9,43320,NULL,,,,
326773,2017,47,S,7,42956,NULL,,,,
326773,2018,47,S,8,43320,NULL,,,,
326775,2017,23,,10,42956,NULL,,,,
326775,2018,23,,11,43320,NULL,,,,
326780,2017,31,,7,42956,NULL,,,,
326783,2018,20,,9,43320,NULL,,,,
326784,2017,24,,11,42956,NULL,,1,,3.07E+13
326785,2017,42,,9,42956,NULL,,,,
326785,2017,421,C,9,42956,NULL,,,,
326785,2018,271,I,10,43504,NULL,,,,
326786,2017,42,,11,42956,NULL,,,,
326786,2018,42,,12,43320,NULL,,,,
326793,2017,27,,9,42956,NULL,,,,
326793,2018,21,,10,43495,NULL,,I,,
326797,2017,21,,10,42956,NULL,,1,,3.07E+11
326797,2018,21,,11,43320,NULL,,1,,3.07E+11
326806,2017,27,,9,42956,NULL,,O,,3.07E+13
326806,2018,27,,10,43320,NULL,,O,,3.07E+13
326807,2018,23,,9,43320,NULL,,,,
326813,2018,47,S,7,43320,NULL,,,,
326815,2017,25,,9,42956,NULL,,,,
326815,2018,25,,10,43320,NULL,,,,
326816,2017,28,,10,42956,NULL,,6,,3.07E+13
326816,2018,28,,11,43320,NULL,,6,,3.07E+13
326817,2017,20,,11,42956,NULL,,,,
326818,2018,68,,11,43320,NULL,,,,
326825,2017,32,,7,42956,NULL,,,,
326828,2017,42,,9,42956,NULL,,,,
326828,2018,42,,10,43320,NULL,,,,
326843,2017,21,,9,42956,NULL,,,,
326843,2018,21,,10,43320,NULL,,,,
326845,2017,20,,10,42956,NULL,,,,
326845,2018,20,,11,43320,NULL,,,,
326846,2017,25,,9,42956,NULL,,,,
326846,2018,25,,10,43320,NULL,,,,
326856,2017,23,,10,42956,NULL,,,,
326856,2018,23,,11,43320,NULL,,,,
326857,2018,23,,10,43339,NULL,,I,,
326861,2017,23,,9,42956,NULL,,,,
326861,2018,23,,10,43320,NULL,,,,
326863,2018,24,,9,43320,NULL,,,,
326867,2017,20,,11,42956,NULL,,,,
326868,2017,681,S,12,43129,NULL,,,,
326869,2017,28,,10,42956,NULL,,,,
326869,2018,28,,11,43320,NULL,,,,
326879,2018,28,,9,43320,NULL,,,,
326880,2017,27,,9,42956,NULL,,,,
326880,2018,27,,10,43320,NULL,,,,
326881,2018,31,,7,43320,NULL,,,,
326882,2017,22,,11,42956,NULL,,,,
326884,2017,27,,10,42956,NULL,,,,
326884,2018,27,,11,43320,NULL,,,,
326887,2018,34,,7,43320,NULL,,,,
326891,2017,37,,7,42956,NULL,,,,
326902,2017,22,,11,42956,NULL,,,,
326906,2017,25,S,11,42956,NULL,,,,
326910,2017,25,,10,42956,NULL,,,,
326910,2018,25,,11,43320,NULL,,,,
326913,2017,24,,11,42956,NULL,,,,
326914,2018,21,S,14,43339,NULL,,,,
326921,2017,27,,11,42956,NULL,,O,,3.07E+13
326922,2018,35,,7,43320,NULL,,,,
326924,2018,20,,9,43320,NULL,,,,
326926,2018,23,,9,43320,NULL,,,,
326930,2018,44,,7,43320,NULL,,O,,
326931,2017,34,,7,42956,NULL,,I,,
326932,2017,44,,7,42956,NULL,,,,
326937,2017,21,,10,42956,NULL,,,,
326937,2018,21,,11,43320,NULL,,,,
326939,2018,24,,9,43320,NULL,,,,
326942,2017,31,,7,42956,NULL,,,,
326946,2017,44,,7,42956,NULL,,O,,3.07E+13
326948,2017,38,,7,42956,NULL,,,,
326954,2018,44,,7,43320,NULL,,,,
326955,2017,44,,7,42956,NULL,,,,
326959,2017,20,,9,42956,NULL,,,,
326959,2018,20,,10,43320,NULL,,,,
326960,2017,20,,9,42956,NULL,,,,
326960,2018,20,,10,43320,NULL,,,,
326962,2018,34,,7,43320,NULL,,,,
326965,2017,23,,11,42956,NULL,,,,
326969,2017,21,,10,42956,NULL,,,,
326969,2018,21,,11,43320,NULL,,,,
326976,2017,20,,9,43147,NULL,,,,
326978,2017,27,,11,42956,NULL,,,,
326980,2018,40,,7,43320,NULL,,,,
326982,2017,21,S,9,42984,NULL,,,,
326982,2018,21,S,10,43320,NULL,,,,
326988,2017,32,,7,42956,NULL,,,,
326990,2018,38,,7,43320,NULL,,,,
327003,2018,22,,9,43320,NULL,,,,
327011,2017,24,,9,42956,NULL,,,,
327011,2018,24,,10,43320,NULL,,,,
327016,2017,34,,7,42956,NULL,,O,,3.07E+13
327017,2018,32,,7,43321,NULL,,,,
327020,2017,24,,10,42956,NULL,,O,,3.07E+13
327020,2018,24,,11,43320,NULL,,O,,3.07E+13
327023,2018,37,,7,43396,NULL,,,,
327024,2017,22,,10,42956,NULL,,,,
327024,2018,22,,11,43320,NULL,,,,
327027,2017,44,,7,42956,NULL,,,,
327032,2017,27,,11,42956,NULL,,,,
327033,2017,25,,10,42956,NULL,,,,
327033,2018,68,,11,43321,NULL,,,,
327034,2017,21,,11,42956,NULL,,,,
327035,2018,25,S,11,43474,NULL,,S,,
327037,2018,37,,7,43320,NULL,,,,
327043,2017,21,S,10,42956,NULL,,,,
327043,2018,21,S,11,43397,NULL,,,,
327045,2017,21,,9,42956,NULL,,I,,
327045,2018,21,,10,43320,NULL,,I,,
327047,2018,20,,9,43320,NULL,,O,,3.07E+13
327054,2017,44,,7,42956,NULL,,,,
327056,2018,24,,9,43320,NULL,,,,
327058,2017,25,S,9,43116,NULL,,,,
327059,2017,68,,11,43020,NULL,,,,
327064,2017,22,,11,42956,NULL,,,,
327065,2017,34,,7,42956,NULL,,,,
327068,2017,27,,9,42956,NULL,,,,
327068,2018,27,,10,43320,NULL,,,,
327074,2017,32,,7,42956,NULL,,,,
327080,2017,37,,7,42956,NULL,,,,
327084,2018,37,,7,43320,NULL,,,,
327086,2017,24,,10,42956,NULL,,,,
327086,2018,24,,11,43320,NULL,,,,
327095,2018,24,,10,43320,NULL,,,,
327096,2018,35,S,7,43320,NULL,,,,
327100,2018,40,,7,43441,NULL,,,,
327103,2017,34,,7,42956,NULL,,O,,3.07E+13
327104,2018,40,,7,43320,NULL,,,,
327105,2018,31,,7,43332,NULL,,,,
327108,2017,25,,9,42956,NULL,,,,
327108,2018,25,,10,43320,NULL,,,,
327109,2017,68,S,12,42956,NULL,,,,
327110,2017,40,,7,42956,NULL,,,,
327112,2017,684,S,14,42956,NULL,,,,
327113,2017,211,I,11,42956,NULL,,I,,
327118,2017,21,,9,42956,NULL,,,,
327118,2018,21,,10,43320,NULL,,I,,
327123,2017,42,,9,42956,NULL,,,,
327123,2018,42,,10,43320,NULL,,,,
327129,2017,21,,9,42956,NULL,,,,
327137,2017,20,,9,42956,NULL,,,,
327137,2018,20,,10,43320,NULL,,,,
327139,2018,31,,7,43320,NULL,,,,
327143,2017,31,,7,42956,NULL,,O,,3.07E+13
327148,2018,28,,9,43320,NULL,,,,
327155,2017,21,,10,42956,NULL,,O,,
327155,2018,21,,11,43320,NULL,,O,,
327156,2017,27,,9,42956,NULL,,,,
327156,2018,27,,10,43320,NULL,,,,
327159,2017,21,,11,42956,NULL,,,,
327165,2017,22,,9,42956,NULL,,,,
327165,2018,22,,10,43320,NULL,,,,
327186,2018,42,,7,43320,NULL,,X,,
327187,2017,21,,10,42956,NULL,,,,
327187,2018,21,,11,43320,NULL,,,,
327189,2017,34,,7,42956,NULL,,,,
327190,2017,28,,11,42956,NULL,,,,
327201,2017,28,,9,42956,NULL,,,,
327201,2018,28,,10,43320,NULL,,,,
327207,2017,37,,7,42956,NULL,,,,
327214,2017,21,,11,42956,NULL,,,,
327221,2017,27,,10,42956,NULL,,,,
327221,2018,27,,11,43320,NULL,,,,
327224,2017,421,C,12,42956,NULL,,,,
327228,2017,28,,10,42956,NULL,,,,
327228,2018,28,,11,43320,NULL,,,,
327230,2017,24,,11,42956,NULL,,,,
327234,2017,27,,10,42956,NULL,,,,
327234,2018,27,,11,43320,NULL,,,,
327235,2018,61,I,11,43475,NULL,,,,
327236,2018,68,S,12,43581,NULL,,,,
327239,2017,23,,10,42956,NULL,,,,
327239,2018,23,,11,43320,NULL,,,,
327244,2017,24,,10,42956,NULL,,O,,3.07E+13
327244,2018,24,,11,43320,NULL,,O,,3.07E+13
327251,2017,28,,9,42956,NULL,,,,
327251,2018,28,,10,43320,NULL,,,,
327253,2017,24,,10,42956,NULL,,,,
327253,2018,24,,11,43320,NULL,,,,
327258,2017,28,,9,42956,NULL,,O,,3.07E+13
327258,2018,28,,10,43320,NULL,,O,,3.07E+13
327264,2017,38,S,7,42956,NULL,,,,
327265,2017,24,,11,42956,NULL,,,,
327266,2017,681,S,12,43110,NULL,,,,
327267,2017,20,,10,42956,NULL,,,,
327267,2018,20,,11,43320,NULL,,,,
327278,2018,32,,7,43320,NULL,,,,
327279,2017,25,,10,42956,NULL,,,,
327279,2018,25,,11,43320,NULL,,,,
327280,2017,28,S,10,42956,NULL,,,,
327280,2018,28,S,11,43320,NULL,,,,
327282,2017,24,,11,42956,NULL,,,,
327283,2017,42,,9,42956,NULL,,,,
327283,2018,42,,10,43320,NULL,,,,
327286,2017,34,,7,42956,NULL,,,,
327288,2017,28,,10,42956,NULL,,,,
327288,2018,28,,11,43320,NULL,,,,
327290,2017,35,,7,42956,NULL,,I,,
327294,2017,25,,10,42956,NULL,,,,
327294,2018,25,,11,43320,NULL,,,,
327295,2017,37,,7,42956,NULL,,,,
327300,2017,20,,11,42956,NULL,,,,
327301,2017,24,,11,42956,NULL,,,,
327307,2018,40,,7,43320,NULL,,,,
327310,2017,28,,11,42956,NULL,,6,,3.07E+13
327311,2017,42,,9,42956,NULL,,,,
327311,2017,421,C,9,42956,NULL,,,,
327311,2018,42,,10,43320,NULL,,,,
327314,2018,31,,7,43320,NULL,,,,
327317,2017,251,I,10,42956,NULL,,,,
327317,2018,251,I,11,43320,NULL,,,,
327319,2017,37,S,7,42971,NULL,,,,
327325,2017,25,,10,42956,NULL,,,,
327325,2018,25,,11,43320,NULL,,,,
327326,2017,23,,11,42956,NULL,,I,,
327326,2017,421,C,11,43108,NULL,,I,,
327327,2017,20,,9,42977,NULL,,1,,3.07E+13
327327,2018,23,,10,43392,NULL,,,,0
327329,2017,28,S,9,42956,NULL,,,,
327329,2018,164,S,10,43487,NULL,,,111260,3.07E+13
327330,2017,32,,7,42956,NULL,,,,
327332,2017,35,,7,42956,NULL,,,,
327340,2017,40,S,7,42956,NULL,,,,
327347,2018,28,,9,43320,NULL,,O,,3.07E+13
327364,2018,21,,9,43320,NULL,,,,
327367,2017,32,S,7,42956,NULL,,,,
327368,2017,20,,10,42956,NULL,,,,
327368,2018,20,,11,43320,NULL,,,,
327370,2018,31,,7,43320,NULL,,,,
327371,2017,24,,11,42956,NULL,,,,
327376,2017,32,,7,42956,NULL,,,,
327377,2017,20,,10,42956,NULL,,,,
327377,2018,20,,11,43320,NULL,,,,
327379,2017,47,S,12,42956,NULL,,,,
327379,2018,47,S,14,43320,NULL,,,,
327380,2018,35,,7,43320,NULL,,,,
327386,2017,22,,11,42956,NULL,,,,
327392,2017,25,,11,42956,NULL,,,,
327394,2017,27,,11,42956,NULL,,,,
327405,2017,25,,10,42956,NULL,,O,,
327405,2018,25,,11,43320,NULL,,O,,
327406,2018,27,,9,43320,NULL,,,,
327410,2017,25,,10,42956,NULL,,,,
327410,2018,25,,11,43320,NULL,,,,
327415,2017,20,,11,42956,NULL,,O,,3.07E+13
327415,2017,421,C,11,43146,NULL,,O,,3.07E+13
327419,2017,21,,9,42956,NULL,,,,
327419,2018,21,,10,43320,NULL,,,,
327421,2018,28,,9,43320,NULL,,6,,3.07E+13
327422,2017,23,S,9,42956,NULL,,,,
327422,2018,23,S,10,43320,NULL,,,,
327429,2018,34,,7,43320,NULL,,,,
327436,2018,32,,7,43320,NULL,,,,
327440,2018,22,,9,43320,NULL,,,,
327450,2017,21,S,9,42956,NULL,,,,
327450,2018,21,S,10,43320,NULL,,,,
327452,2018,23,,9,43320,NULL,,,,
327454,2017,23,,10,42956,NULL,,O,,3.07E+13
327454,2018,23,,11,43320,NULL,,O,,3.07E+13
327460,2017,23,,10,42957,NULL,,I,,
327460,2018,23,,11,43320,NULL,,I,,
327462,2017,38,,7,42956,NULL,,,,
327463,2017,22,,10,42956,NULL,,,,
327463,2018,22,,11,43320,NULL,,,,
327464,2017,20,,10,42956,NULL,,,,
327464,2018,20,,11,43320,NULL,,,,
327465,2017,27,,9,42956,NULL,,,,
327465,2018,27,,10,43320,NULL,,,,
327469,2017,23,,10,42956,NULL,,,,
327469,2018,23,,11,43320,NULL,,,,
327472,2018,44,,7,43320,NULL,,,,
327475,2017,28,,11,42956,NULL,,,,
327476,2017,34,,7,43145,NULL,,I,,
327477,2017,22,,11,42956,NULL,,1,,3.07E+13
327479,2017,20,,10,42956,NULL,,,,
327479,2018,20,,11,43320,NULL,,,,
327486,2017,34,,7,42956,NULL,,,,
327487,2017,42,,11,42956,NULL,,,,
327487,2018,42,,12,43320,NULL,,,,
327497,2017,37,,7,42956,NULL,,,,
327512,2017,25,,11,42956,NULL,,,,
327519,2017,40,,7,42956,NULL,,,,
327526,2018,27,,9,43320,NULL,,O,,3.07E+13
327531,2018,40,,7,43320,NULL,,,,
327533,2018,34,,7,43320,NULL,,,,
327536,2018,40,,7,43320,NULL,,O,,3.07E+13
327537,2018,25,,9,43320,NULL,,,,
327539,2017,20,,11,42956,NULL,,,,
327542,2018,35,,7,43320,NULL,,,,
327546,2017,32,,7,42956,NULL,,,,
327554,2017,42,,8,42956,NULL,,,,
327554,2018,42,,9,43320,NULL,,,,
327555,2017,20,,9,42956,NULL,,,,
327555,2018,20,,10,43320,NULL,,,,
327561,2017,24,,11,42956,NULL,,,,
327563,2017,23,S,10,42956,NULL,,,,
327563,2018,23,S,11,43320,NULL,,,,
327569,2017,21,,10,42956,NULL,,I,,
327569,2018,21,,11,43320,NULL,,,,
327570,2018,44,,7,43320,NULL,,,,
327576,2017,24,,9,42956,NULL,,I,,3.07E+13
327576,2018,24,,10,43320,NULL,,I,,3.07E+13
327577,2017,27,,11,42956,NULL,,,,
327581,2018,34,,7,43320,NULL,,O,,3.07E+13
327583,2017,35,,7,43154,NULL,,,,
327584,2017,42,,7,42956,NULL,,,,
327584,2018,42,,8,43320,NULL,,,,
327585,2017,21,S,10,42956,NULL,,,,
327585,2018,21,S,11,43320,NULL,,,,
327588,2018,21,,10,43521,NULL,,,,
327593,2017,23,,9,42956,NULL,,,,
327593,2018,23,,10,43320,NULL,,,,
327595,2017,24,S,10,42956,NULL,,,,
327595,2018,24,S,11,43320,NULL,,,,
327602,2017,35,,7,42956,NULL,,,,
327604,2017,40,,7,42956,NULL,,,,
327610,2017,35,,7,42956,NULL,,,,
327619,2018,23,,9,43320,NULL,,I,,
327624,2017,20,,11,42956,NULL,,,,
327629,2017,28,S,9,42956,NULL,,,,
327629,2018,28,S,10,43320,NULL,,,,
327635,2017,22,S,9,42956,NULL,,,,
327635,2018,22,S,10,43320,NULL,,,,
327640,2017,22,,11,42956,NULL,,I,,
327650,2017,27,,11,42956,NULL,,I,,3.07E+13
327653,2018,22,,9,43320,NULL,,,,
327675,2018,38,,7,43320,NULL,,,,
327679,2017,44,,7,42956,NULL,,,,
327680,2018,23,,9,43368,NULL,,,,
327685,2017,23,,11,42956,NULL,,,,
327690,2017,37,,7,42956,NULL,,,,
327691,2018,34,,7,43320,NULL,,,,
327692,2018,31,,7,43320,NULL,,,,
327695,2018,20,,11,43524,NULL,,,,
327697,2018,25,,9,43525,NULL,,,,
327700,2017,44,,7,42956,NULL,,,,
327701,2017,20,,11,42956,NULL,,,,
327703,2017,28,,11,42956,NULL,,,,
327705,2017,47,S,10,42956,NULL,,,,
327705,2018,47,S,11,43320,NULL,,,,
327706,2017,23,,10,42956,NULL,,,,
327706,2018,23,,11,43320,NULL,,,,
327710,2017,21,,9,42956,NULL,,,,
327710,2018,21,,10,43320,NULL,,,,
327716,2017,27,,11,42956,NULL,,,,
327719,2017,25,S,11,42956,NULL,,I,,
327725,2017,20,,10,42956,NULL,,,,
327725,2018,20,,11,43320,NULL,,,,
327729,2017,23,,9,42956,NULL,,I,,
327729,2018,23,,10,43320,NULL,,I,,
327732,2018,38,,7,43320,NULL,,,,
327733,2017,21,,10,42956,NULL,,I,,
327733,2018,21,,11,43320,NULL,,I,,
327738,2017,20,,9,42956,NULL,,,,
327738,2018,20,,10,43320,NULL,,,,
327739,2018,24,,9,43320,NULL,,,,
327741,2017,421,C,12,42956,NULL,,,,
327743,2018,42,,7,43320,NULL,,X,,
327760,2017,28,,10,42956,NULL,,,,
327760,2018,28,,11,43320,NULL,,,,
327762,2017,20,,9,42956,NULL,,,,
327762,2018,20,,10,43320,NULL,,,,
327763,2017,25,,9,42956,NULL,,,,
327763,2017,421,C,9,43108,NULL,,,,
327763,2018,25,,10,43320,NULL,,,,
327767,2017,24,,10,42956,NULL,,,,
327767,2018,24,,11,43320,NULL,,,,
327769,2017,25,,9,42956,NULL,,,,
327769,2018,25,,10,43320,NULL,,,,
327771,2017,20,,11,42956,NULL,,,,
327776,2017,27,,9,42956,NULL,,,,
327776,2018,27,,10,43320,NULL,,,,
327779,2017,38,,7,42956,NULL,,,,
327786,2017,25,,11,42956,NULL,,,,
327790,2017,37,,7,42956,NULL,,,,
327791,2017,25,,10,42956,NULL,,,,
327791,2018,25,,11,43320,NULL,,,,
327792,2018,35,,7,43320,NULL,,,,
327799,2017,20,,9,42956,NULL,,,,
327799,2018,20,,10,43320,NULL,,,,
327801,2017,28,,11,42956,NULL,,,,
327806,2018,27,,9,43320,NULL,,O,,3.07E+13
327807,2018,20,,9,43320,NULL,,,,
327809,2017,201,I,12,43192,NULL,,,,
327816,2017,22,,10,42956,NULL,,1,,1.96E+13
327818,2017,40,,7,42956,NULL,,,,
327833,2017,20,,9,42956,NULL,,,,
327833,2018,20,,10,43320,NULL,,,,
327838,2017,21,,11,42956,NULL,,I,,
327841,2017,24,,11,42956,NULL,,I,,3.07E+13
327843,2017,31,,7,42956,NULL,,,,
327845,2017,23,,10,42956,NULL,,,,
327845,2018,23,,11,43320,NULL,,,,
327849,2017,20,,9,42956,NULL,,,,
327849,2018,20,,10,43320,NULL,,,,
327861,2017,28,,11,42956,NULL,,,,
327863,2017,20,,9,42956,NULL,,,,
327863,2018,20,,10,43320,NULL,,,,
327866,2017,28,,11,42956,NULL,,,,
327866,2017,421,C,11,42956,NULL,,,,
327871,2017,23,,9,42965,NULL,,,,
327871,2018,24,,10,43320,NULL,,I,,3.07E+13
327878,2017,20,,9,42956,NULL,,,,
327878,2018,20,,10,43320,NULL,,,,
327892,2017,20,,11,42956,NULL,,,,
327893,2017,40,,7,42956,NULL,,,,
327898,2017,27,,10,42956,NULL,,,,
327898,2018,27,,11,43320,NULL,,,,
327900,2018,22,,9,43320,NULL,,,,
327903,2018,44,,7,43320,NULL,,,,
327907,2017,20,,10,42971,NULL,,,,
327907,2018,20,,11,43320,NULL,,,,
327908,2017,27,,10,42956,NULL,,,,
327908,2018,27,,11,43320,NULL,,,,
327914,2017,40,,7,42956,NULL,,,,
327916,2017,23,,9,42956,NULL,,,,
327916,2018,23,,10,43320,NULL,,,,
327920,2017,21,,9,42956,NULL,,,,
327920,2018,21,,10,43320,NULL,,,,
327922,2017,27,,9,42956,NULL,,,,
327924,2018,25,,9,43320,NULL,,,,
327927,2017,22,,9,42956,NULL,,,,
327927,2018,21,,10,43320,NULL,,,,
327929,2017,23,,9,42956,NULL,,,,
327929,2018,23,S,10,43320,NULL,,,,
327937,2017,44,,7,42956,NULL,,O,,3.07E+13
327938,2017,23,,11,42956,NULL,,I,,
327942,2017,24,,10,42956,NULL,,O,,3.07E+13
327942,2018,24,,11,43320,NULL,,O,,3.07E+13
327948,2018,37,,7,43320,NULL,,,,
327953,2017,23,,9,42957,NULL,,I,,
327953,2018,23,,10,43320,NULL,,I,,
327954,2017,22,,11,42956,NULL,,,,
327956,2017,23,,9,42956,NULL,,,,3.07E+13
327956,2018,23,,10,43320,NULL,,,,3.07E+13
327959,2018,42,,7,43320,NULL,,X,,
327960,2017,23,,11,42956,NULL,,,,
327967,2017,27,,10,42956,NULL,,,,
327967,2018,68,,11,43472,NULL,,,,
327985,2017,20,,11,42956,NULL,,,,
327987,2018,40,,7,43320,NULL,,,,
327990,2017,40,,7,42956,NULL,,,,
327994,2017,25,,11,42956,NULL,,,,
327994,2017,421,C,11,42956,NULL,,,,
327995,2017,38,,7,42956,NULL,,,,
328004,2018,20,,9,43320,NULL,,O,,3.07E+13
328008,2017,42,,7,42956,NULL,,X,,
328008,2018,42,,8,43320,NULL,,X,,
328009,2018,25,,12,43472,NULL,,,,
328010,2018,22,,9,43320,NULL,,,,
328011,2017,27,,9,42956,NULL,,,,
328011,2018,27,,10,43320,NULL,,,,
328013,2018,24,,9,43320,NULL,,,,
328014,2018,21,,9,43320,NULL,,,,
328015,2017,28,,9,42956,NULL,,O,,3.07E+13
328015,2018,28,,10,43320,NULL,,O,,3.07E+13
328019,2017,20,,10,42956,NULL,,,,
328019,2018,20,,11,43320,NULL,,,,
328023,2017,37,,7,42956,NULL,,,,
328027,2017,24,,9,42956,NULL,,,,
328030,2017,38,,7,42956,NULL,,,,
328032,2017,21,,11,42956,NULL,,1,,3.07E+11
328035,2017,27,,9,42956,NULL,,,,
328035,2018,27,,10,43320,NULL,,,,
328041,2018,20,,9,43320,NULL,,,,
328043,2017,28,,9,42956,NULL,,O,,3.07E+13
328043,2018,28,,10,43320,NULL,,O,,3.07E+13
328046,2017,27,,9,42956,NULL,,,,
328046,2018,27,,10,43320,NULL,,,,
328048,2018,21,,9,43320,NULL,,,,
328050,2018,32,,7,43320,NULL,,,,
328053,2018,42,,7,43320,NULL,,X,,
328055,2017,27,,11,42956,NULL,,,,
328058,2017,24,,10,42956,NULL,,,,
328058,2018,24,,11,43320,NULL,,,,
328059,2017,21,,11,42956,NULL,,,,
328066,2017,22,,9,42956,NULL,,,,
328066,2018,22,,10,43320,NULL,,,,
328071,2017,37,,7,42956,NULL,,,,
328076,2017,28,,11,42956,NULL,,,,
328076,2017,421,C,11,42956,NULL,,,,
328077,2017,20,,10,42956,NULL,,,,
328077,2018,20,,11,43320,NULL,,,,
328080,2018,21,,9,43320,NULL,,,,
328082,2017,23,,10,42956,NULL,,I,,
328082,2018,23,,11,43320,NULL,,I,,
328083,2018,38,,7,43320,NULL,,,,
328085,2017,40,,7,42956,NULL,,,,
328086,2017,21,,11,43066,NULL,,,,
328094,2017,21,,10,42956,NULL,,,,
328094,2018,21,,11,43320,NULL,,,,
328098,2017,40,,7,42956,NULL,,,,
