NID,YR,SC,PR,GR,ED,LD,ER,IT,NPS,ITD
356968,2017,38,,7,10/2/2017,10/4/2017,165,,,
357123,2018,22,,12,8/8/2018,4/19/2019,165,I,,
357426,2017,38,,8,8/9/2017,12/7/2017,165,I,,
357977,2017,68,,11,8/9/2017,10/27/2017,165,I,,3.07E+13
357977,2018,68,,12,8/9/2018,9/26/2018,165,I,,3.07E+13
358108,2017,40,,8,8/9/2017,9/14/2017,165,,,
358168,2017,68,,11,8/9/2017,8/23/2017,165,,,
358168,2017,68,,11,4/2/2018,5/24/2018,165,,,
358168,2018,68,,12,10/2/2018,11/16/2018,165,,,
358388,2017,40,,8,8/9/2017,10/25/2017,165,,,
358597,2017,37,,8,8/9/2017,9/14/2017,165,,,
359051,2018,22,,9,8/8/2018,1/10/2019,165,,,
359442,2018,25,,10,10/9/2018,12/21/2018,165,,,
359957,2017,25,,9,11/28/2017,12/22/2017,165,I,,
360147,2018,24,,10,8/8/2018,8/31/2018,165,,,
360577,2017,38,S,8,9/19/2017,10/18/2017,165,,,
360577,2017,35,S,8,11/28/2017,1/16/2018,165,6,,3.07E+13
361178,2017,40,,8,8/9/2017,10/24/2017,165,,,
361445,2017,37,,8,8/9/2017,10/5/2017,165,,,
361514,2017,27,S,10,8/9/2017,1/12/2018,165,,,
361514,2018,23,S,11,8/8/2018,11/2/2018,165,I,,3.07E+13
361605,2018,68,S,10,11/30/2018,3/26/2019,165,,,
361729,2017,37,,8,8/9/2017,8/31/2017,165,,,
362771,2018,28,,10,8/8/2018,10/4/2018,165,O,,3.07E+13
362886,2017,25,,10,8/9/2017,1/23/2018,165,I,,
362977,2017,31,,8,8/9/2017,8/24/2017,165,I,,
363797,2017,22,S,9,8/9/2017,10/27/2017,165,O,,
363797,2017,22,S,9,1/10/2018,2/7/2018,165,O,,
363946,2018,31,,8,8/8/2018,10/29/2018,165,I,,3.07E+13
364157,2018,68,,11,1/9/2019,4/2/2019,165,,,
364654,2018,35,,8,8/9/2018,2/19/2019,165,,,
365736,2017,28,,9,8/9/2017,4/23/2018,165,,,
365822,2018,22,,10,8/8/2018,2/8/2019,165,,,
366056,2018,23,,9,12/4/2018,5/2/2019,165,6,,3.07E+13
366058,2017,21,,9,8/9/2017,11/14/2017,165,,,
367888,2017,37,,8,8/9/2017,12/22/2017,165,,,
368014,2018,25,S,9,8/8/2018,5/7/2019,165,S,,
368466,2017,68,S,11,8/9/2017,10/3/2017,165,,,
368656,2018,23,,11,12/7/2018,12/19/2018,165,I,,3.07E+13
368656,2018,23,,11,1/7/2019,1/31/2019,165,I,,3.07E+13
368934,2018,68,,11,1/7/2019,4/8/2019,165,,,
369096,2018,22,,10,8/24/2018,11/5/2018,165,,,
369306,2018,68,,11,2/21/2019,3/5/2019,165,,,
370118,2017,27,,10,8/9/2017,2/1/2018,165,,,
370912,2017,68,,11,9/22/2017,11/2/2017,165,I,,3.07E+13
371800,2018,22,,10,8/8/2018,10/29/2018,165,I,,
371979,2017,40,,8,8/9/2017,4/18/2018,165,,,
372104,2018,28,,12,8/8/2018,3/22/2019,165,,,
372475,2018,32,,8,8/8/2018,5/14/2019,165,,,
372834,2018,68,,11,8/8/2018,10/18/2018,165,,,
373285,2018,24,,10,8/8/2018,10/5/2018,165,I,,3.07E+13
373954,2018,31,,7,8/8/2018,4/26/2019,165,,,
374259,2017,37,,8,8/9/2017,12/18/2017,165,,,
375633,2017,35,,8,8/15/2017,9/14/2017,165,I,,
375649,2017,38,,8,8/9/2017,2/9/2018,165,I,,
376087,2017,22,S,9,8/10/2017,5/4/2018,165,,,
376184,2018,25,,10,8/8/2018,10/12/2018,165,O,,3.07E+13
377012,2017,251,I,11,8/22/2017,9/21/2017,165,,,
377038,2018,28,,12,8/8/2018,8/22/2018,165,,,
377206,2018,68,S,10,1/30/2019,3/8/2019,165,,,
377206,2018,68,S,10,3/22/2019,4/3/2019,165,,,
379267,2018,25,S,11,8/8/2018,8/16/2018,165,,,
379267,2018,68,S,11,2/6/2019,2/28/2019,165,,,
379379,2017,22,S,10,8/9/2017,3/20/2018,165,,,
379379,2018,22,S,11,8/8/2018,11/15/2018,165,,,
379379,2018,22,S,11,12/13/2018,1/15/2019,165,,,
379922,2018,28,,10,8/8/2018,11/13/2018,165,,,
380833,2018,32,,8,11/28/2018,4/17/2019,165,,,
380965,2017,24,S,9,8/9/2017,2/2/2018,165,,,
381820,2017,68,S,11,8/9/2017,11/17/2017,165,,,
381820,2017,68,S,11,11/28/2017,11/30/2017,165,,,
381820,2017,68,S,11,12/13/2017,2/14/2018,165,,,
381820,2017,68,S,11,3/20/2018,3/21/2018,165,,,
381993,2017,40,,7,8/9/2017,9/18/2017,165,,,
382042,2017,40,S,8,8/9/2017,5/2/2018,165,6,,3.07E+13
382422,2017,38,,8,1/11/2018,3/19/2018,165,I,,
382870,2018,37,,8,8/8/2018,10/10/2018,165,,,
382935,2018,32,,8,8/8/2018,3/6/2019,165,,,
383044,2018,28,,10,8/8/2018,9/17/2018,165,,,
383657,2017,24,,10,8/9/2017,10/3/2017,165,,,
384096,2018,27,,10,4/2/2019,4/10/2019,165,,,
384392,2018,25,,11,11/27/2018,2/27/2019,165,,,
385527,2018,28,,9,8/8/2018,3/29/2019,165,,,
385748,2017,40,,8,8/9/2017,11/27/2017,165,O,,3.07E+13
386485,2018,22,,9,8/8/2018,3/27/2019,165,,,
386657,2017,35,S,8,8/9/2017,9/1/2017,165,O,,
387689,2017,38,,8,8/9/2017,11/28/2017,165,,,
387689,2017,40,,8,11/29/2017,2/6/2018,165,,,
387695,2017,25,S,11,8/9/2017,10/20/2017,165,,,
387751,2018,31,,8,8/8/2018,11/13/2018,165,,,
389594,2018,35,,8,8/8/2018,2/7/2019,165,,,
390554,2018,681,S,12,8/8/2018,8/15/2018,165,O,,3.07E+13
390734,2017,35,,7,8/16/2017,2/20/2018,165,,,
391824,2017,34,,8,8/9/2017,3/5/2018,165,,,
393725,2017,22,,10,8/9/2017,4/13/2018,165,,,
393725,2018,22,,11,8/27/2018,11/16/2018,165,,,
396209,2018,32,,8,8/8/2018,5/8/2019,165,,,
396535,2018,37,,7,8/8/2018,4/9/2019,165,,,
397143,2018,40,,8,8/8/2018,11/29/2018,165,,,
398227,2018,37,,8,8/8/2018,9/13/2018,165,,,
398585,2017,40,,7,8/9/2017,11/27/2017,165,,,
398627,2018,37,,8,8/8/2018,11/6/2018,165,,,
398717,2018,68,,12,8/20/2018,10/26/2018,165,,,
398717,2018,68,,12,11/14/2018,12/6/2018,165,,,
399329,2017,22,,9,8/14/2017,11/6/2017,165,,,
399476,2018,22,,10,8/8/2018,10/1/2018,165,,,
399812,2018,68,,12,11/7/2018,11/14/2018,165,I,,
403355,2017,681,S,10,8/15/2017,9/8/2017,165,,,
408152,2017,25,,11,8/9/2017,8/23/2017,165,I,,
408618,2017,25,,10,8/9/2017,12/22/2017,165,1,,3.07E+11
410148,2017,37,,8,8/9/2017,12/11/2017,165,,,
411918,2017,37,,7,8/9/2017,3/22/2018,165,,,
411918,2018,38,,8,8/8/2018,12/19/2018,165,I,,
411918,2018,31,,8,1/11/2019,4/24/2019,165,I,,
412039,2017,28,,11,8/9/2017,12/22/2017,165,O,,3.07E+13
415044,2018,22,S,11,8/8/2018,4/1/2019,165,,,
424099,2017,24,,10,8/9/2017,3/21/2018,165,6,,3.07E+13
424570,2017,28,S,10,8/9/2017,12/12/2017,165,,,
424675,2018,68,,12,11/27/2018,2/8/2019,165,,,
426199,2018,24,,10,8/21/2018,3/29/2019,165,I,,3.07E+13
428728,2017,37,,8,8/9/2017,12/22/2017,165,,,
429141,2017,68,,11,3/19/2018,5/1/2018,165,,,
429842,2017,40,,8,8/9/2017,4/12/2018,165,,,
431611,2017,21,,10,8/9/2017,9/14/2017,165,I,,
432459,2017,681,S,11,1/8/2018,2/13/2018,165,,,
432801,2017,24,,9,8/9/2017,2/26/2018,165,,,
434336,2017,24,,10,8/9/2017,12/11/2017,165,,,
435697,2017,68,,11,1/8/2018,3/9/2018,165,,,
438501,2018,68,,12,8/8/2018,11/28/2018,165,,,
438501,2018,68,,12,12/7/2018,4/17/2019,165,,,
438920,2018,68,,12,8/8/2018,9/4/2018,165,O,,3.07E+13
439185,2017,68,,11,4/4/2018,4/25/2018,165,,,
441687,2017,68,,11,8/9/2017,3/9/2018,165,,,
443908,2017,21,,11,8/9/2017,11/16/2017,165,1,,3.07E+11
447856,2017,68,,11,8/9/2017,5/17/2018,165,,,
448250,2018,37,,8,8/8/2018,12/4/2018,165,,,
448708,2017,22,,10,8/9/2017,9/5/2017,165,,,
448708,2017,22,,10,9/27/2017,11/29/2017,165,,,
452129,2017,25,,10,8/9/2017,10/25/2017,165,I,,
456583,2017,68,,11,11/1/2017,12/22/2017,165,,,
456583,2018,68,,12,8/28/2018,10/3/2018,165,,,
460006,2017,38,,7,8/9/2017,9/11/2017,165,,,
472110,2017,68,,11,12/6/2017,3/5/2018,165,I,,
